item_id,order_id,product_id,quantity,unit_price,discount,line_total,promo_applied,fulfillment_center_id,picking_status_code
ITEM-259d2e5b-9eb2-4caa-a376-41ffe43c4513,ORD-8e7d9671-da90-4f42-97e1-148842ee4b7e,PROD-9eb34569-f199-4984-9a1d-b324b5728592,5,53.7,0.0,268.5,False,FC-03,PICK_FAILED
ITEM-7e79998a-5ef9-492e-b94f-eb8cce0a04c9,ORD-8e7d9671-da90-4f42-97e1-148842ee4b7e,PROD-f00d29a3-e708-4a1c-885b-993b7ff37cd8,7,70.72,0.0,495.04,False,FC-78,PICK_FAILED
ITEM-27993766-b35f-44d7-ae1b-c6decaf45507,ORD-8e7d9671-da90-4f42-97e1-148842ee4b7e,PROD-9399d2a0-dad8-49f8-ad4c-7912553d3b9d,4,48.85,0.0,195.4,False,FC-31,PICK_FAILED
ITEM-3acea9a0-84bd-4be9-accf-d329fbf3658c,ORD-8e7d9671-da90-4f42-97e1-148842ee4b7e,PROD-114f3c18-5421-4a3f-a32c-d308f6e4cad9,7,65.65,0.0,459.55,False,FC-82,PICK_PENDING
ITEM-324dc186-e44c-4ea8-bbb0-93268a94ad7b,ORD-5cb4dbcb-5b47-4a46-828e-4376ca4a81d5,PROD-e8028fbb-57c8-4ddb-a85b-0d24da1d0263,3,87.87,26.36,237.25,True,FC-31,PICK_FAILED
ITEM-eaacf3b9-9e70-4a87-95df-51c8747efb12,ORD-5cb4dbcb-5b47-4a46-828e-4376ca4a81d5,PROD-9399d2a0-dad8-49f8-ad4c-7912553d3b9d,1,48.85,9.77,39.08,True,FC-81,PICK_COMPLETE
ITEM-3e45b3ac-74c0-45eb-8e63-9e78e25e0339,ORD-9d16e59b-9c0f-4aa1-a828-753b5dff7a00,PROD-329c729c-b53f-4f0b-a18b-38a7ad96331a,6,65.3,78.36,313.44,True,FC-54,PICK_FAILED
ITEM-ceb6b9fa-eda3-4bb9-8191-f203418ffd76,ORD-9d16e59b-9c0f-4aa1-a828-753b5dff7a00,PROD-22bb9909-8abb-4af6-aff5-8a5997dbb14c,6,82.31,24.69,469.17,True,FC-44,PICK_COMPLETE
ITEM-c8fa319c-d909-4d78-82c4-5571c3ad8f58,ORD-9d16e59b-9c0f-4aa1-a828-753b5dff7a00,PROD-e8028fbb-57c8-4ddb-a85b-0d24da1d0263,1,87.87,0.0,87.87,False,FC-52,PICK_COMPLETE
ITEM-8cd0c15e-e2a4-478a-aca6-cffb59194ec7,ORD-ff69eed4-d440-4ece-a25f-24e29b6ac629,PROD-0c18e11f-6882-4622-9033-3b2550bd59ef,1,760.09,0.0,760.09,False,FC-71,PICK_COMPLETE
ITEM-a640e4fa-b6a1-4048-8e74-5f419163777f,ORD-ff69eed4-d440-4ece-a25f-24e29b6ac629,PROD-dc2d8f41-9e73-4aaf-9a9b-63e6afb170a7,7,174.4,0.0,1220.8,False,FC-89,PICK_COMPLETE
ITEM-0f88bbd7-07cf-418c-ac80-7478ec3f02fd,ORD-fee1ef62-a527-4c38-a3bc-5dbf323175b4,PROD-8fe12474-a0f9-427c-8a61-0dfb000e8055,5,41.7,20.85,187.65,True,FC-88,PICK_PENDING
ITEM-f11539c3-e4d3-4d98-ac25-ef3db3fc5673,ORD-fee1ef62-a527-4c38-a3bc-5dbf323175b4,PROD-ef65e64d-721b-4f9d-9edb-8cf038998a8e,5,31.51,15.76,141.79,True,FC-69,PICK_COMPLETE
ITEM-8c37078c-475a-4353-a085-2e8f945532bb,ORD-65e2b1fb-1610-4435-863e-f15e512e8eeb,PROD-60ee4ed5-bd9e-4e30-8e5e-36a646b62d6f,4,92.83,18.57,352.75,True,FC-88,PICK_COMPLETE
ITEM-59c4c80f-5c83-4d09-8b73-1dfe764867d5,ORD-65e2b1fb-1610-4435-863e-f15e512e8eeb,PROD-79f990aa-bf7b-49b2-90c7-44902565df01,3,99.03,0.0,297.09,False,FC-07,PICK_COMPLETE
ITEM-80cf54c6-515c-4729-a38a-7d92db117d3c,ORD-65e2b1fb-1610-4435-863e-f15e512e8eeb,PROD-b06ae5df-eef8-42fc-8eec-7d83fe6da659,8,62.89,0.0,503.12,False,FC-46,PICK_FAILED
ITEM-d7c5582d-efa1-4c68-b3f2-2b4ed4de2a68,ORD-2a6c6402-53cb-4872-aa20-c125f33d4dd1,PROD-60ee4ed5-bd9e-4e30-8e5e-36a646b62d6f,7,92.83,0.0,649.81,False,FC-58,PICK_FAILED
ITEM-74185966-771b-44ad-b8ba-a2e5e0557140,ORD-2a6c6402-53cb-4872-aa20-c125f33d4dd1,PROD-GHOST-005,6,760.09,0.0,4560.54,False,FC-61,PICK_FAILED
ITEM-5acc5a77-378a-487c-998d-e6c648e77a3c,ORD-e98fa3ef-020a-4d9b-bafe-515e2793d670,PROD-ad3b042e-e4e8-4142-b6a4-f42b0a7cd181,5,173.97,86.99,782.86,True,FC-15,PICK_FAILED
ITEM-00c15aa5-6617-4623-86ea-c68a284f2b4c,ORD-e98fa3ef-020a-4d9b-bafe-515e2793d670,PROD-GHOST-001,4,298.51,0.0,1194.04,False,FC-18,PICK_FAILED
ITEM-e58f1713-fcc1-4698-a6dc-3cd94ad0bfcc,ORD-e98fa3ef-020a-4d9b-bafe-515e2793d670,PROD-2e7248e8-d2ee-402f-b581-3e530625cfe6,4,26.16,0.0,104.64,False,FC-36,PICK_FAILED
ITEM-0169cceb-cc53-42a9-9c8a-7c4ea3eb8e5e,ORD-5099a023-23c3-40a5-b13d-669c70723723,PROD-760db774-0d03-4e3d-92a8-4a758d22c7f1,7,16.88,0.0,118.16,False,FC-11,PICK_FAILED
ITEM-4d153651-2cf7-4c80-9e71-1d1b8595e199,ORD-5099a023-23c3-40a5-b13d-669c70723723,PROD-6a454f65-a1c3-4034-aa74-c7df1ec1d6be,1,97.13,14.57,82.56,True,FC-75,PICK_PENDING
ITEM-c7ddd13c-9c67-4ddf-9c0c-f29a76fae404,ORD-5099a023-23c3-40a5-b13d-669c70723723,PROD-b70414e4-b201-455f-81a8-6e8f8a467f4b,4,6.87,0.0,27.48,False,FC-88,PICK_COMPLETE
ITEM-1632d41b-f7d1-4b32-a189-76646c4dc94c,ORD-a7523990-ece7-4a03-bf4c-bfde4ed6c662,PROD-a21d8d97-1854-4ea5-bd09-89cc07e5b9c4,5,397.97,0.0,1989.85,False,FC-97,PICK_COMPLETE
ITEM-ba30161f-c742-43cb-8683-a76016087610,ORD-a7523990-ece7-4a03-bf4c-bfde4ed6c662,PROD-57ed499f-234c-48ba-a2a5-f11a8914a584,4,148.21,88.93,503.91,True,FC-81,PICK_FAILED
ITEM-322b413e-5504-4250-ade3-191d252613e4,ORD-2a0bc7ea-8b6f-4855-b2ec-8ab06c827bef,PROD-114f3c18-5421-4a3f-a32c-d308f6e4cad9,4,65.65,39.39,223.21,True,FC-70,PICK_FAILED
ITEM-8211868a-eaef-49d2-b9fb-e78a2641cafa,ORD-a180be78-f23e-4fa6-8e2b-d07ac50d492d,PROD-c8e80ea0-b160-4d8c-9ef4-4175b35b5164,1,266.19,26.62,239.57,True,FC-03,PICK_PENDING
ITEM-8a4aa069-5b49-4463-b000-06b659605706,ORD-ee2817b8-b26d-4b42-8b03-3fae7f920a29,PROD-c03824a9-9f88-4572-814b-d33668615999,2,117.38,35.21,199.55,True,FC-89,PICK_FAILED
ITEM-ba3d5dda-c73a-4128-a244-52f46e7faa53,ORD-ee2817b8-b26d-4b42-8b03-3fae7f920a29,PROD-bb33a8e8-fe44-4333-a349-789e3338a1e7,1,61.88,9.28,52.6,True,FC-30,PICK_PENDING
ITEM-d3a1f0d3-ecbb-4bcc-8769-8d296d4d501b,ORD-f3402d48-40df-4ba8-b7d2-d844f1bdfcb8,PROD-ad3b042e-e4e8-4142-b6a4-f42b0a7cd181,6,173.97,156.57,887.25,True,FC-39,PICK_PENDING
ITEM-87a83af9-b170-4ab1-a884-7f05052cec20,ORD-39d03e31-1adb-4d6f-b78e-31959e7f4a89,PROD-5ccdb50d-cbef-4494-9008-98a273ce5686,5,304.69,76.17,1447.28,True,FC-86,PICK_FAILED
ITEM-8df9154b-3a57-4b78-b0fa-052f7ef75bbe,ORD-39d03e31-1adb-4d6f-b78e-31959e7f4a89,PROD-8f206d3b-8eb5-4b22-b3f5-66210b744b04,4,24.62,19.7,78.78,True,FC-08,PICK_FAILED
ITEM-962ec485-e382-41e0-9e6d-8c562b1792ae,ORD-f2079f75-6692-433e-9330-ae526e484ecf,PROD-dc2d8f41-9e73-4aaf-9a9b-63e6afb170a7,8,174.4,139.52,1255.68,True,FC-41,PICK_COMPLETE
ITEM-1fc5eb93-9b9f-4a6b-9b4f-4057e51c208f,ORD-f2079f75-6692-433e-9330-ae526e484ecf,PROD-c03824a9-9f88-4572-814b-d33668615999,3,117.38,17.61,334.53,True,FC-60,PICK_FAILED
ITEM-1ca98d23-58df-448e-b562-64faeee4d312,ORD-aa93568a-a69b-4580-9b46-45682feb5044,PROD-ec6c977c-94cf-4d16-b960-7b5f95980551,7,37.96,26.57,239.15,True,FC-21,PICK_FAILED
ITEM-3a29223f-cdd7-4574-a1f6-3d1bf2ad7004,ORD-1dfa5a38-a940-4092-89ca-3e3040ce474e,PROD-1485573d-9090-4315-a0fb-be567d1a124b,6,57.61,0.0,345.66,False,FC-80,PICK_FAILED
ITEM-4eb27e1d-2d65-4b63-937e-179b69ac8876,ORD-1dfa5a38-a940-4092-89ca-3e3040ce474e,PROD-a2a8fce5-0e75-43b1-a7e2-84bc16624131,2,156.71,0.0,313.42,False,FC-72,PICK_PENDING
ITEM-2d6c7d5f-03bd-4548-a4bb-b0cef81eec91,ORD-fbbaea2c-b0dc-470b-a48a-a1c4c070f312,PROD-79f990aa-bf7b-49b2-90c7-44902565df01,8,99.03,0.0,792.24,False,FC-54,PICK_FAILED
ITEM-8aa6ae0b-9544-4bc4-980d-07561a1f5781,ORD-e82c5eeb-5d59-466d-bdaa-ac8ebe7c9a68,PROD-6249c06d-da62-4117-be8f-e5356d1f6e79,5,84.59,0.0,422.95,False,FC-11,PICK_FAILED
ITEM-21ad11db-0a0b-4fac-a4e2-a105a2753cf0,ORD-e82c5eeb-5d59-466d-bdaa-ac8ebe7c9a68,PROD-b70414e4-b201-455f-81a8-6e8f8a467f4b,2,6.87,0.0,13.74,False,FC-42,PICK_COMPLETE
ITEM-f8ba91e5-2d60-47ee-aef2-e32451a550ce,ORD-e82c5eeb-5d59-466d-bdaa-ac8ebe7c9a68,PROD-ff58164a-6a1b-4360-b66f-8cca78c11dab,4,44.63,0.0,178.52,False,FC-77,PICK_FAILED
ITEM-e91b793e-b903-431a-853f-c5b0c3f73cc8,ORD-e82c5eeb-5d59-466d-bdaa-ac8ebe7c9a68,PROD-e84bc4b6-074e-44fe-8c92-07768b85646b,4,39.33,23.6,133.72,True,FC-45,PICK_FAILED
ITEM-d96e208f-5fdc-4ce4-9b58-d68cb4bab2ef,ORD-e82c5eeb-5d59-466d-bdaa-ac8ebe7c9a68,PROD-0bb9f73b-f550-4829-9af4-3a0c1324dfe3,6,156.02,46.81,889.31,True,FC-12,PICK_PENDING
ITEM-7098b543-619f-435e-b9a0-1ed35b5ded34,ORD-c4894780-0290-4293-bed1-e2c945a3c35f,PROD-ff58164a-6a1b-4360-b66f-8cca78c11dab,1,44.63,0.0,44.63,False,FC-02,PICK_COMPLETE
ITEM-24afc283-c9b3-4d0f-a95f-d820ea12602b,ORD-c4894780-0290-4293-bed1-e2c945a3c35f,PROD-ff58164a-6a1b-4360-b66f-8cca78c11dab,5,44.63,33.47,189.68,True,FC-29,PICK_COMPLETE
ITEM-f585ef03-05d7-45b1-9605-949bb55cf089,ORD-86b518ef-8e23-404e-a160-cf99cd0d23ee,PROD-71b36521-c290-44e1-8f9f-e43f460bf985,8,156.02,249.63,998.53,True,FC-70,PICK_PENDING
ITEM-10e2c54c-7850-4502-b23a-1f8128fa41b0,ORD-1bd36ba5-97b9-4f5d-894b-259bbaa09d06,PROD-f00d29a3-e708-4a1c-885b-993b7ff37cd8,2,70.72,0.0,141.44,False,FC-78,PICK_COMPLETE
ITEM-86884cd7-efc0-4e65-8bc9-716c055d8293,ORD-d47a22fb-b159-4634-a1a0-9e845a0fd685,PROD-030bfaa8-16c4-43c8-9fad-d56a287ccdf0,1,94.67,18.93,75.74,True,FC-67,PICK_FAILED
ITEM-95e070cf-14d0-40e7-95bf-90b27e1f86d8,ORD-d47a22fb-b159-4634-a1a0-9e845a0fd685,PROD-22bb9909-8abb-4af6-aff5-8a5997dbb14c,2,82.31,0.0,164.62,False,FC-41,PICK_PENDING
ITEM-d3f70473-f575-4314-a72f-9e260bf602b0,ORD-d47a22fb-b159-4634-a1a0-9e845a0fd685,PROD-cafc73f4-e2cc-4255-8064-8786e90e452c,3,25.12,15.07,60.29,True,FC-48,PICK_PENDING
ITEM-57066621-4d95-4cb4-b6e4-7cfc53f0db96,ORD-02b5e22d-c9d2-4022-a69f-49a5bca4234e,PROD-0bb9f73b-f550-4829-9af4-3a0c1324dfe3,8,156.02,187.22,1060.94,True,FC-89,PICK_PENDING
ITEM-c366f1d8-53d8-4ac2-8d2c-465bedcf6d50,ORD-02b5e22d-c9d2-4022-a69f-49a5bca4234e,PROD-2b802833-a500-4c20-b955-1e15bc143add,7,61.17,85.64,342.55,True,FC-76,PICK_FAILED
ITEM-39583e2a-1114-40d6-b012-2eb708218edd,ORD-47d35d01-2ae1-4d70-ad92-349f071b274c,PROD-f146a1eb-8b63-4ec2-a573-aacb6d2967c0,7,123.87,130.06,737.03,True,FC-81,PICK_COMPLETE
ITEM-da9d8de7-b573-4af2-aac6-7dbf2910655c,ORD-3d9582b2-00f8-4111-b898-038258e96ad0,PROD-073c37b5-e004-43b1-8081-f70317fd2217,7,56.65,0.0,396.55,False,FC-21,PICK_FAILED
ITEM-ecf69411-f63e-4d08-a7f4-48159e5054cc,ORD-3d9582b2-00f8-4111-b898-038258e96ad0,PROD-cf81e8ed-96d5-45d7-ad77-0c18ce14b92b,4,20.12,8.05,72.43,True,FC-81,PICK_PENDING
ITEM-376239af-84ca-47e6-8396-5cb8530ce833,ORD-1bf2375e-6857-42ad-8ddd-47c8473a1c97,PROD-45513938-94bb-4ddc-b524-188c47e1fce5,1,13.28,0.0,13.28,False,FC-55,PICK_PENDING
ITEM-111605c6-cff9-47ca-8cd5-a275b245294d,ORD-1bf2375e-6857-42ad-8ddd-47c8473a1c97,PROD-0e59957b-a8d1-49e7-bb10-d25df5ce4d21,6,93.41,84.07,476.39,True,FC-13,PICK_COMPLETE
ITEM-4978196b-ed7b-4d6f-bd75-d3c625de11ab,ORD-4614d862-1e3d-432b-a34a-337e6e0feeab,PROD-6d58edb8-14f6-4264-bbc7-3d6d9b38214e,2,31.46,0.0,62.92,False,FC-84,PICK_FAILED
ITEM-34f05935-8a7d-4306-9744-aa3927db9bac,ORD-4614d862-1e3d-432b-a34a-337e6e0feeab,PROD-cda56ab4-01c3-4953-a20b-25586827639b,1,147.99,0.0,147.99,False,FC-34,PICK_COMPLETE
ITEM-ae0e1de9-68fb-4c2e-a088-1076ac9a2add,ORD-590a77a4-f676-402c-ad3e-1f3f9bb51a8e,PROD-e2257c2e-6a48-4024-8a08-2f480fc3afd0,5,83.14,0.0,415.7,False,FC-97,PICK_COMPLETE
ITEM-8ab1a9d9-dbca-406f-a478-99b6de3b3b58,ORD-8dbd6544-329f-4eda-97c2-5ad249fef395,PROD-fa51cffd-d513-4288-ba57-726ab59e3df5,2,485.4,19.42,368.9,True,FC-01,PICK_PENDING
ITEM-6941b0c0-96c1-4e2e-99ff-59514261fc25,ORD-8dbd6544-329f-4eda-97c2-5ad249fef395,PROD-0143be30-9c82-4385-8546-8786eaf6d959,5,9.6,0.0,48.0,False,FC-33,PICK_COMPLETE
ITEM-3029acad-8063-442d-ac1d-46a25a4f6143,ORD-8dbd6544-329f-4eda-97c2-5ad249fef395,PROD-ddb4bfa5-0b8c-4ea7-92be-65caff76833f,6,81.42,24.43,464.09,True,FC-13,PICK_FAILED
ITEM-e218c9c7-88a7-43d6-adce-2eac7d8472e3,ORD-8dbd6544-329f-4eda-97c2-5ad249fef395,PROD-329c729c-b53f-4f0b-a18b-38a7ad96331a,8,65.3,26.12,496.28,True,FC-88,PICK_COMPLETE
ITEM-b943e17f-3ebc-44fe-a3d8-1fa412f27679,ORD-7fecc96b-ee10-4729-95e5-4d56f09bb2a6,PROD-22bb9909-8abb-4af6-aff5-8a5997dbb14c,8,82.31,0.0,658.48,False,FC-88,PICK_PENDING
ITEM-65dadb3b-8d01-4837-9d60-69185268c4f6,ORD-ebeb6199-55c5-4406-9d24-a658badc1790,PROD-5d58e17d-f4a1-4ff0-b694-1d0f6b0605af,8,53.39,21.36,405.76,True,FC-22,PICK_FAILED
ITEM-013d9ac4-5098-490a-8537-93bc0205b433,ORD-ebeb6199-55c5-4406-9d24-a658badc1790,PROD-70275e79-36d9-4aa5-9613-7440ea2a7728,5,851.42,0.0,4257.1,False,FC-68,PICK_COMPLETE
ITEM-2e7f2502-9934-4a69-9517-f4a1e07dd162,ORD-cb937982-cb1d-4de0-bb23-487de0912dc9,PROD-71b36521-c290-44e1-8f9f-e43f460bf985,3,156.02,0.0,468.06,False,FC-70,PICK_PENDING
ITEM-1cffbd40-6dd8-4a48-9174-a41353220bf8,ORD-cb937982-cb1d-4de0-bb23-487de0912dc9,PROD-9fb5edca-2bc8-481b-b0cb-53cb5b6712ba,4,264.12,52.82,1003.66,True,FC-61,PICK_FAILED
ITEM-74bee294-7156-4446-b43d-cc1c8b2a9a7c,ORD-cb937982-cb1d-4de0-bb23-487de0912dc9,PROD-eb63d763-f5c2-4d89-9381-36111251146b,1,15.96,0.0,15.96,False,FC-78,PICK_PENDING
ITEM-29b064f9-57a4-4d6d-8740-2e8671530e18,ORD-9b4c5c8d-4eb3-46a6-804c-9e0b6108d573,PROD-2375c31a-bbe2-4949-b4dc-dc789d21ef46,5,52.36,0.0,261.8,False,FC-17,PICK_COMPLETE
ITEM-16b9a0b3-02f5-45f7-9f9a-59a2243e9f64,ORD-9b4c5c8d-4eb3-46a6-804c-9e0b6108d573,PROD-8476c9d1-c4af-408d-840c-0837aee5c3a9,3,366.69,220.01,880.06,True,FC-36,PICK_FAILED
ITEM-1aa19b88-52e5-4f12-8f8c-236b0ef2d22b,ORD-9b4c5c8d-4eb3-46a6-804c-9e0b6108d573,PROD-0511e0ab-ada5-4390-8de7-c7c3f62fb205,1,629.01,94.35,534.66,True,FC-79,PICK_COMPLETE
ITEM-1e467eff-8878-4bb8-aa29-46c3d6f374c9,ORD-35ed608a-b8bf-4eec-848b-b9011996af64,PROD-ae83d643-ae6d-4af5-97b3-01a91826ca60,2,50.36,0.0,100.72,False,FC-68,PICK_FAILED
ITEM-9f25cfff-0ed3-4d48-aafb-8388b83bf514,ORD-35ed608a-b8bf-4eec-848b-b9011996af64,PROD-83ca16db-acb3-4c24-b9cd-b5c8d6f6721d,8,653.21,522.57,4703.11,True,FC-15,PICK_FAILED
ITEM-25614132-26a0-47f2-bf74-84edb5753e9b,ORD-55885566-a3a5-449a-b6ff-fe70268d0268,PROD-f8557d31-2bd2-450f-84ff-1e347d72334c,3,11.04,1.66,31.46,True,FC-61,PICK_COMPLETE
ITEM-a612007c-16b5-4b50-88c8-3bd8043c1144,ORD-55885566-a3a5-449a-b6ff-fe70268d0268,PROD-ae83d643-ae6d-4af5-97b3-01a91826ca60,2,50.36,10.07,90.65,True,FC-29,PICK_PENDING
ITEM-3a696cf5-787a-401b-96a9-5418c4d38e98,ORD-55885566-a3a5-449a-b6ff-fe70268d0268,PROD-70911383-b3e0-442c-b328-fcaee2294f93,4,196.93,118.16,669.56,True,FC-35,PICK_PENDING
ITEM-2a2ec726-b9b8-4444-b39d-1da4b3fbf47d,ORD-c57acb8d-d4b1-4bbd-b9d5-eebae01fb34c,PROD-4b52ec6c-1b6e-4ab4-94c0-5f8afaf2a55b,4,61.23,24.49,220.43,True,FC-92,PICK_COMPLETE
ITEM-9ec61d42-bdee-46be-a1a1-a57eeb590006,ORD-a4d0bd19-e233-4636-92f5-069cd6290788,PROD-d1729e5b-8cba-4fb8-b633-3e2b129adca8,7,59.55,83.37,333.48,True,FC-10,PICK_FAILED
ITEM-742254d0-d914-4503-a4bb-efa98cfb3185,ORD-a4d0bd19-e233-4636-92f5-069cd6290788,PROD-4c62fab0-16c4-4c14-970b-e8b0b2d34870,3,130.55,58.75,332.9,True,FC-59,PICK_FAILED
ITEM-1035c5ad-2411-42be-882e-ac2a83c81319,ORD-887a6e4f-b9fc-40d9-8ce8-77269f6265e6,PROD-f8557d31-2bd2-450f-84ff-1e347d72334c,6,11.04,0.0,66.24,False,FC-17,PICK_COMPLETE
ITEM-e7f3744e-cb16-42bd-ace8-4b833da34378,ORD-887a6e4f-b9fc-40d9-8ce8-77269f6265e6,PROD-GHOST-001,2,48.08,19.23,76.93,True,FC-64,PICK_FAILED
ITEM-6fb1cd1c-9b27-40a0-830d-5cc3db03daa3,ORD-6dd47e69-9ffa-4a1b-aa43-feea1459aa4e,PROD-7cb1fb55-6e91-4a3a-a309-b0a86bf2a613,2,700.56,210.17,1190.95,True,FC-62,PICK_FAILED
ITEM-b918ea21-5554-498b-bf9e-8df289160550,ORD-6dd47e69-9ffa-4a1b-aa43-feea1459aa4e,PROD-7825decf-b6e3-45c2-bc85-0284e88819fe,3,59.83,0.0,179.49,False,FC-27,PICK_FAILED
ITEM-5f12ee27-f494-4e28-bd4a-7a1322df0e0f,ORD-6dd47e69-9ffa-4a1b-aa43-feea1459aa4e,PROD-2b802833-a500-4c20-b955-1e15bc143add,2,61.17,0.0,122.34,False,FC-38,PICK_PENDING
ITEM-1b6e0335-dbbb-4a55-bd89-f035a964bd51,ORD-6dd47e69-9ffa-4a1b-aa43-feea1459aa4e,PROD-45513938-94bb-4ddc-b524-188c47e1fce5,5,13.28,0.0,66.4,False,FC-34,PICK_COMPLETE
ITEM-7dbb3cc0-a5b3-48eb-b0df-bf3b996b071b,ORD-6dd47e69-9ffa-4a1b-aa43-feea1459aa4e,PROD-0b653213-099e-4a2b-a716-df6c262f8c0a,5,284.66,71.17,1352.13,True,FC-27,PICK_PENDING
ITEM-c806811f-2a6b-4cff-b4cd-0850208a7ca8,ORD-46303d62-bf6d-4482-8129-8c5872b43285,PROD-9fb5edca-2bc8-481b-b0cb-53cb5b6712ba,4,264.12,211.3,845.18,True,FC-63,PICK_PENDING
ITEM-ddefb5b6-cdcc-4c78-80f0-4822f85db3d4,ORD-46303d62-bf6d-4482-8129-8c5872b43285,PROD-79f990aa-bf7b-49b2-90c7-44902565df01,2,99.03,0.0,198.06,False,FC-39,PICK_COMPLETE
ITEM-07459ddb-d2c4-45a9-934f-4f9f9bce4b77,ORD-46303d62-bf6d-4482-8129-8c5872b43285,PROD-dd57aaf1-f6d7-4612-8a79-641e27ef1a58,5,89.36,44.68,402.12,True,FC-53,PICK_PENDING
ITEM-663f537a-c298-4b96-a346-453c920d77ab,ORD-181054aa-c7ef-4c58-9306-aba90f63f211,PROD-329c729c-b53f-4f0b-a18b-38a7ad96331a,3,65.3,0.0,195.9,False,FC-35,PICK_FAILED
ITEM-8fe09d43-d529-4602-af30-68829a3bc289,ORD-181054aa-c7ef-4c58-9306-aba90f63f211,PROD-0b653213-099e-4a2b-a716-df6c262f8c0a,3,284.66,42.7,811.28,True,FC-88,PICK_COMPLETE
ITEM-b05cb360-71c1-4a08-867f-5a0948a946f8,ORD-181054aa-c7ef-4c58-9306-aba90f63f211,PROD-31421db3-cfa1-4960-8842-c76ea71bd394,3,39.27,0.0,117.81,False,FC-37,PICK_PENDING
ITEM-833611c8-6859-4320-8be3-c3a2980ab109,ORD-f2c0a5e1-5198-41d2-b021-07bbbe89e4eb,PROD-c2ac1801-927b-41ae-9809-f137e7e749b7,8,896.44,358.58,6812.94,True,FC-92,PICK_COMPLETE
ITEM-6a9f5543-2136-483b-8bdb-46f8bd20f6d1,ORD-2d7fad81-550d-4828-aefb-d67c976603ca,PROD-073c37b5-e004-43b1-8081-f70317fd2217,7,56.65,19.83,376.72,True,FC-12,PICK_PENDING
ITEM-97968c2e-e527-4608-89ec-4caf08443081,ORD-2d7fad81-550d-4828-aefb-d67c976603ca,PROD-6636dde4-ec2c-4d50-b8ab-fd30b3bf1f4f,7,78.83,110.36,441.45,True,FC-75,PICK_PENDING
ITEM-4ad34a79-4977-4a95-949c-fe0841cc5775,ORD-2d7fad81-550d-4828-aefb-d67c976603ca,PROD-26fc2cee-1523-47ed-bd60-39680b4bcd27,3,40.42,0.0,121.26,False,FC-12,PICK_FAILED
ITEM-b17f9f75-3787-4d68-b69b-fa3b778b25d6,ORD-5ad59a06-0cbd-47c3-b23c-86838c6d00d2,PROD-5d5895ec-46fb-4235-a9aa-d3f3e753be79,4,269.62,215.7,862.78,True,FC-60,PICK_COMPLETE
ITEM-adcdb6c3-9bd5-4b1f-b543-0d8251ef09a9,ORD-17133492-4679-444e-b0cf-ea3868c2f2b8,PROD-15fbe246-8ed9-4468-a367-0f53ff32578e,3,48.78,0.0,146.34,False,FC-96,PICK_PENDING
