item_id,order_id,product_id,quantity,unit_price,discount,line_total,promo_applied,fulfillment_center_id,picking_status_code
ITEM-bff8877a-a7d4-4609-8843-fa3a2b13ddb7,ORD-36b4eecd-21bb-4019-a4f5-9b3c4b0f4867,PROD-4d7d62b4-4010-446a-bd5c-a23b41ee566c,2,184.09,36.82,331.36,True,FC-92,PICK_COMPLETE
ITEM-9fe9d191-c5e0-45cb-9c63-cb5fb35d9cdd,ORD-cdd28d72-a238-4a0f-8d98-080c12393bcf,PROD-d367cff3-7144-4957-8617-374b521b0a5c,4,207.32,0.0,829.28,False,FC-89,PICK_PENDING
ITEM-284030be-b8d4-409d-8b82-71c1844034af,ORD-cdd28d72-a238-4a0f-8d98-080c12393bcf,PROD-f597bf71-6297-42d5-bee1-6d1c367e3281,1,29.72,1.49,28.23,True,FC-65,PICK_PENDING
ITEM-e06abdde-19b3-4b61-bd9f-7773fa922344,ORD-7e443d17-26bb-4c42-8660-00374a6abc26,PROD-122e369a-7915-4684-8750-79decc74a5d5,2,9.51,2.85,16.17,True,FC-24,PICK_FAILED
ITEM-2b01558e-5d55-43d8-b85d-d4efb0eade59,ORD-7e443d17-26bb-4c42-8660-00374a6abc26,PROD-f20c4054-a733-4a3d-91b1-fb460fe83f32,3,6.43,0.0,48.24,False,FC-36,PICK_FAILED
ITEM-5aca4f11-f153-4796-b099-0c277a9dbd84,ORD-7e443d17-26bb-4c42-8660-00374a6abc26,PROD-cc5be9e5-44e6-471f-a6a2-507d664cbb39,1,16.74,0.0,16.74,False,FC-51,PICK_FAILED
ITEM-8dc2a4ff-b7c4-4f8b-ad24-dbe68d2820ae,ORD-0970b9b2-f965-4847-957f-0977c6a7a212,PROD-8335a5b3-c2c6-45ee-bc99-5b36052f0fdb,6,215.15,64.55,1226.35,True,FC-08,PICK_FAILED
ITEM-b5d371d5-e01c-4160-bd45-358c35874a4b,ORD-71ceb061-fe9d-4e94-9136-9d0c1a604146,PROD-2af2535f-952f-4868-b2aa-732b50c40a0f,1,55.33,0.0,55.33,False,FC-48,PICK_COMPLETE
ITEM-8d3de2b4-8be8-4822-96c3-deffe9b3bc33,ORD-71ceb061-fe9d-4e94-9136-9d0c1a604146,PROD-16fa4ab3-d121-4aee-b92a-47208424bfa7,7,215.0,75.25,1429.75,True,FC-64,PICK_FAILED
ITEM-80dc5c75-1288-4705-8447-d0c0978f6af2,ORD-7d09123a-1d86-42ba-bbd7-d44accca14c1,PROD-8358fa2a-66ba-4558-8ccb-86b7ebc2257d,4,28.04,5.61,106.55,True,FC-78,PICK_PENDING
ITEM-0f5a35eb-f18b-4acd-93ef-dc6437565a71,ORD-7d09123a-1d86-42ba-bbd7-d44accca14c1,PROD-07d8c194-4341-4b57-8304-45c8e2c3b705,3,79.51,0.0,238.53,False,FC-80,PICK_FAILED
ITEM-edd46f28-91c8-4350-9af0-00359b667cec,ORD-7d09123a-1d86-42ba-bbd7-d44accca14c1,PROD-02eaf9e9-f628-4e69-97d9-c496fd1aa771,8,156.03,0.0,1248.24,False,FC-06,PICK_FAILED
ITEM-ce3160df-d7cd-4de8-9464-899d0f920e38,ORD-7d09123a-1d86-42ba-bbd7-d44accca14c1,PROD-33b75a37-97fb-4097-99b1-49d54a3252eb,6,37.63,33.87,191.91,True,FC-78,PICK_PENDING
ITEM-7fc7358c-91f4-4a37-b66c-62066676f222,ORD-6e3c9220-e246-4cf5-80dd-d75eb85f0514,PROD-f073fbe0-3982-4dd5-bfc3-0342e0ff54b6,5,144.35,108.26,613.49,True,FC-18,PICK_COMPLETE
ITEM-d408bfd1-901b-4836-9a9f-520b78308c3b,ORD-6e3c9220-e246-4cf5-80dd-d75eb85f0514,PROD-b5146306-5c3e-41dd-b2f9-6578f8126a43,7,13.94,19.52,78.06,True,FC-66,PICK_COMPLETE
ITEM-713ccf67-1487-4f0f-b7fc-a0598b44d3ab,ORD-6e3c9220-e246-4cf5-80dd-d75eb85f0514,PROD-dde7faf2-a932-43da-a1a2-dffc79b380fd,5,294.32,147.16,1324.44,True,FC-82,PICK_PENDING
ITEM-4aeff022-d7a8-40a1-a71a-229dc5912535,ORD-51216943-864b-47bc-847f-bf7045171e8d,PROD-16fa4ab3-d121-4aee-b92a-47208424bfa7,7,215.0,150.5,1354.5,True,FC-19,PICK_FAILED
ITEM-81c939d6-506e-46ba-8a15-bb4d8f374540,ORD-51216943-864b-47bc-847f-bf7045171e8d,PROD-02eaf9e9-f628-4e69-97d9-c496fd1aa771,8,156.03,187.24,1061.0,True,FC-72,PICK_FAILED
ITEM-c9a679d0-18a0-4341-ae61-a26064ad3491,ORD-51216943-864b-47bc-847f-bf7045171e8d,PROD-c18bf300-119c-41c2-9366-7007847beb57,4,79.18,31.67,285.05,True,FC-41,PICK_COMPLETE
ITEM-ba428253-c9ac-40ad-8c85-87b36a09f9a8,ORD-51216943-864b-47bc-847f-bf7045171e8d,PROD-67c7331a-131e-4182-bdf2-52c00804c9fd,5,16.38,16.38,65.52,True,FC-04,PICK_FAILED
ITEM-9214766c-c4ff-44dc-acbe-ff0b05bc31ab,ORD-a7e345a4-5a93-40de-9e37-10e1a43b3afa,PROD-486723d5-33ad-4f49-ba5e-b9eaa8508901,6,80.1,48.06,432.54,True,FC-02,PICK_FAILED
ITEM-79b482d5-e616-4722-b801-a71a4918a3cf,ORD-9a177b81-66aa-477e-b1c1-5026bd759568,PROD-8b230a11-cde3-456f-baf2-f414400745eb,1,493.41,98.68,394.73,True,FC-64,PICK_COMPLETE
ITEM-22c22cba-4123-49e1-9ef0-0a6a4f434a79,ORD-9a177b81-66aa-477e-b1c1-5026bd759568,PROD-f3f83798-11d0-42dc-afdc-1a429be580f9,4,331.11,264.89,1059.55,True,FC-22,PICK_COMPLETE
ITEM-c4df85e3-a117-4959-975b-0c1ea4954cac,ORD-9a177b81-66aa-477e-b1c1-5026bd759568,PROD-e56ff459-e429-422a-858e-410b213008cd,8,56.33,45.06,405.58,True,FC-37,PICK_PENDING
ITEM-1cb22275-5f8f-47db-b21e-d914ec0aff7b,ORD-9a177b81-66aa-477e-b1c1-5026bd759568,PROD-7ee2442d-d495-4909-ba63-56d89cc3009f,1,102.36,20.47,81.89,True,FC-97,PICK_FAILED
ITEM-d99d552c-dc3c-48e8-a9b3-28a3ca6692f8,ORD-35e14f1e-2202-4c6a-b3a6-666be988da8c,PROD-4cfb70f6-0e9e-41d2-9809-01689d5427c8,8,19.67,31.47,125.89,True,FC-57,PICK_PENDING
ITEM-18ec7e04-a39d-4ece-97cd-d00eb92a54c3,ORD-35e14f1e-2202-4c6a-b3a6-666be988da8c,PROD-393eeda8-9530-4e63-94ad-063d44f9b135,2,64.34,25.74,102.94,True,FC-96,PICK_PENDING
ITEM-6df563ff-cec1-4da0-b99a-108e306b02ea,ORD-35e14f1e-2202-4c6a-b3a6-666be988da8c,PROD-122e369a-7915-4684-8750-79decc74a5d5,5,9.51,0.0,47.55,False,FC-67,PICK_PENDING
ITEM-b8c787ca-a4d0-4d99-842f-2483bcb1d7f4,ORD-a98425b1-1233-42da-8be2-f18fba387b05,PROD-cac431f0-13f9-4278-886d-9bb7eea6dd88,8,36.12,28.9,260.06,True,FC-53,PICK_COMPLETE
ITEM-d0a51da5-2ade-4e99-b905-cd0f7714ae0c,ORD-09146730-1e6a-4af6-9af1-710d8170075e,PROD-c667f4a9-0580-4646-98f3-ce2e174a5a17,7,73.79,0.0,516.53,False,FC-15,PICK_PENDING
ITEM-c04e25f5-d652-4920-a097-68440407609b,ORD-09146730-1e6a-4af6-9af1-710d8170075e,PROD-a2600156-c3b9-492d-a640-461ef805efda,2,38.05,7.61,68.49,True,FC-54,PICK_FAILED
ITEM-13fea868-d27f-41e5-ba1c-6a29cfa48648,ORD-d6acbb59-f85d-4af4-af00-b1970485abf2,PROD-efbe5186-4542-45f7-a607-4b892c93288d,7,33.19,0.0,232.33,False,FC-67,PICK_PENDING
ITEM-e575d594-91c5-4f6c-bc40-d77aa39edc0a,ORD-d6acbb59-f85d-4af4-af00-b1970485abf2,PROD-7fdeda03-a052-4955-be44-fe74b8545321,1,77.37,11.61,65.76,True,FC-41,PICK_COMPLETE
ITEM-268984b8-260b-48ad-9d5d-987a2f93eab9,ORD-d6acbb59-f85d-4af4-af00-b1970485abf2,PROD-a356a9d8-55c7-44dc-b6fb-19374a8cd059,6,169.87,50.96,968.26,True,FC-50,PICK_COMPLETE
ITEM-d4f87c35-f339-4414-ac89-19ea3594a8c9,ORD-bccc6fd9-9bb7-4dc4-9ba1-44d8168cf61d,PROD-35384a1b-3258-43b6-b3f7-291887a813a5,4,230.83,0.0,923.32,False,FC-87,PICK_COMPLETE
ITEM-f280e2eb-5b18-45e2-a5e4-9c830b30759e,ORD-ab07b224-7754-45c9-ac79-097d6a613dc7,PROD-7ee2442d-d495-4909-ba63-56d89cc3009f,1,102.36,15.35,87.01,True,FC-45,PICK_FAILED
ITEM-2c519b5c-c6f6-498d-a680-b6d1a148bb8b,ORD-ab07b224-7754-45c9-ac79-097d6a613dc7,PROD-75814abf-07ce-4019-bb01-f551db00bd8a,2,40.0,0.0,80.0,False,FC-79,PICK_COMPLETE
ITEM-b39e4df9-52c0-415d-87a1-2cd7c61bfc6f,ORD-f3410da6-cf6a-45db-abd7-c6c9de773913,PROD-02eaf9e9-f628-4e69-97d9-c496fd1aa771,6,156.03,140.43,795.75,True,FC-38,PICK_FAILED
ITEM-0892c93b-d30a-4ff4-850e-2600a2032830,ORD-f3410da6-cf6a-45db-abd7-c6c9de773913,PROD-122e369a-7915-4684-8750-79decc74a5d5,6,17.12,8.56,48.5,True,FC-12,PICK_COMPLETE
ITEM-9f05e68e-accc-4a1d-a631-3803cd6050b2,ORD-9ed45176-e3a5-405a-be2c-3498c2fe83c2,PROD-f32d448d-9650-47e0-9ab6-f9433388797d,8,10.19,12.23,69.29,True,FC-73,PICK_COMPLETE
ITEM-3098ca7c-74af-4572-8b42-e44935dae43f,ORD-4462423a-f85e-4594-a3f7-3996ac3c7e4c,PROD-67c7331a-131e-4182-bdf2-52c00804c9fd,4,16.38,0.0,65.52,False,FC-24,PICK_FAILED
ITEM-8ab12c3b-4cac-4551-ad83-ccc739fb96e5,ORD-4462423a-f85e-4594-a3f7-3996ac3c7e4c,PROD-f073fbe0-3982-4dd5-bfc3-0342e0ff54b6,4,144.35,0.0,577.4,False,FC-76,PICK_FAILED
ITEM-14e1c937-d518-40e9-8df4-fed90bd5d5a0,ORD-4462423a-f85e-4594-a3f7-3996ac3c7e4c,PROD-cc5be9e5-44e6-471f-a6a2-507d664cbb39,3,16.74,0.0,50.22,False,FC-70,PICK_COMPLETE
ITEM-f46035ea-d4d9-41b8-9ce1-bdc6f6279ffb,ORD-66a8f9ba-4a2d-4ce0-b300-223e141d6c50,PROD-GHOST-004,2,28.12,2.81,53.43,True,FC-90,PICK_PENDING
ITEM-df1a2ec4-6f59-40e5-a855-15a708b5637e,ORD-66a8f9ba-4a2d-4ce0-b300-223e141d6c50,PROD-81fae1a5-fc42-4c25-b39b-590468906aa6,2,21.95,0.0,43.9,False,FC-11,PICK_COMPLETE
ITEM-cb14feae-6ada-472c-aa19-60a2389c38f5,ORD-66a8f9ba-4a2d-4ce0-b300-223e141d6c50,PROD-c667f4a9-0580-4646-98f3-ce2e174a5a17,5,73.79,36.9,332.05,True,FC-92,PICK_PENDING
ITEM-50036737-0844-4d6b-9f51-50de883e0cd3,ORD-88b7676d-37ef-470a-8de2-4d39b1ee6478,PROD-4590a2ae-72b0-43af-97a0-83a03d7a1811,4,18.0,0.0,72.0,False,FC-07,PICK_FAILED
ITEM-ece24a7e-6f82-442b-bd57-690938e7e772,ORD-d91429f5-3a3c-4e6f-868c-75ffbcbc5822,PROD-9cacabdc-f64a-4bfd-a150-8be859942ef8,7,107.87,0.0,1887.69,False,FC-32,PICK_PENDING
ITEM-ff8d2af7-d4c2-43d8-a20a-f794674b9c39,ORD-747dd07d-c8be-4919-9407-27a9316c980f,PROD-5646aa46-45fa-45ca-aa14-261f4f9ae09b,8,230.6,368.96,1475.84,True,FC-76,PICK_FAILED
ITEM-0a799736-5b59-4b85-bd4c-64a4aabb2fc8,ORD-747dd07d-c8be-4919-9407-27a9316c980f,PROD-17dbc499-1554-49c7-b59d-7ae5dd358c4e,5,134.64,0.0,673.2,False,FC-25,PICK_FAILED
ITEM-9e50ef83-b0c9-4502-bd0e-b71cb214ca57,ORD-747dd07d-c8be-4919-9407-27a9316c980f,PROD-be83e8dc-ab27-41b7-9a0c-e619087fe199,6,10.79,9.71,55.03,True,FC-65,PICK_COMPLETE
ITEM-8957512d-8f06-4583-98ea-577b6692102d,ORD-747dd07d-c8be-4919-9407-27a9316c980f,PROD-fdce1a50-90ee-4ffb-9d98-2460fe0d9b45,8,292.15,0.0,2337.2,False,FC-93,PICK_COMPLETE
ITEM-4f6af1ce-dda6-415d-abf6-d14feac1508a,ORD-747dd07d-c8be-4919-9407-27a9316c980f,PROD-3de464dd-d648-4c2d-b080-2f981858380a,3,37.44,5.62,106.7,True,FC-95,PICK_FAILED
ITEM-114e7c20-197a-4fa9-b45d-50739817cc12,ORD-6899ac99-b5b1-48ee-b69b-e69696abe8a0,PROD-c667f4a9-0580-4646-98f3-ce2e174a5a17,8,73.79,0.0,590.32,False,FC-43,PICK_COMPLETE
ITEM-ab6617bf-d501-4266-bdea-ce7a44163556,ORD-6899ac99-b5b1-48ee-b69b-e69696abe8a0,PROD-81fae1a5-fc42-4c25-b39b-590468906aa6,3,21.95,0.0,65.85,False,FC-90,PICK_FAILED
ITEM-ae4b3e0c-fab4-4ef8-a5b2-dd74207d75ae,ORD-f2054fde-58f7-4d6d-82d4-a6cfb20177d2,PROD-375d042d-c50c-4da6-9c77-1a25a7564ec0,7,651.16,0.0,4558.12,False,FC-60,PICK_COMPLETE
ITEM-4f144895-5941-48fe-a697-96b8b3b9a651,ORD-f2054fde-58f7-4d6d-82d4-a6cfb20177d2,PROD-96ccf2ed-8373-4962-be6c-f07e94495910,1,110.11,5.51,104.6,True,FC-16,PICK_COMPLETE
ITEM-66d83b96-5c21-4578-94a4-38082212752f,ORD-0851a2fd-c317-41a9-817d-c4ff02dda6e0,PROD-9d7e3b2b-9fbc-4523-a23d-15cc95d4965e,8,62.49,49.99,449.93,True,FC-22,PICK_COMPLETE
ITEM-6cd47b1f-bcbf-4576-b02c-c74d4ad23311,ORD-bd1b60c0-6813-43e2-8085-b8f045bca30c,PROD-556897f5-0679-4567-aa37-9fc19117f639,5,60.97,0.0,304.85,False,FC-29,PICK_PENDING
ITEM-f9ccc0d8-1cd3-40cc-baa0-a70b33335936,ORD-bd1b60c0-6813-43e2-8085-b8f045bca30c,PROD-16fa4ab3-d121-4aee-b92a-47208424bfa7,7,215.0,0.0,1505.0,False,FC-37,PICK_PENDING
ITEM-db3da634-6023-4f73-ae28-5f8aeed80482,ORD-2bc794f7-8d1d-452b-8d3a-624a474f9fd8,PROD-dc0255ad-9725-4d41-a42f-facc27521291,7,58.09,0.0,406.63,False,FC-64,PICK_FAILED
ITEM-a0030a50-1c1c-4010-99e5-8ee862873673,ORD-b17d274e-e33d-4ae6-868d-716f2a2855a8,PROD-acfbea87-bdce-4191-bc10-e60f9fb4f8d1,4,251.41,0.0,1005.64,False,FC-64,PICK_PENDING
ITEM-9fed44c3-73be-4266-9371-4a19fd491e6f,ORD-b17d274e-e33d-4ae6-868d-716f2a2855a8,PROD-bec5b96b-eba9-4ed9-a17e-f0b729b055c1,6,17.17,0.0,103.02,False,FC-19,PICK_PENDING
ITEM-c294f6b5-767a-4534-b392-6fefc5bcbe67,ORD-b17d274e-e33d-4ae6-868d-716f2a2855a8,PROD-f0f6923e-d568-457b-b739-a538c6484edc,1,242.09,24.21,217.88,True,FC-37,PICK_FAILED
ITEM-ab0862ff-4b95-423e-bc0f-05d23d1858ce,ORD-8dbcf412-1118-49f7-8771-ac7566e4a12d,PROD-556897f5-0679-4567-aa37-9fc19117f639,2,60.97,6.1,115.84,True,FC-97,PICK_COMPLETE
ITEM-d2eef1e4-38c5-4bad-a4cf-b4da14b8e645,ORD-8dbcf412-1118-49f7-8771-ac7566e4a12d,PROD-f9d61de0-2cd0-4f03-a1fd-664a71e67fca,4,66.62,0.0,266.48,False,FC-16,PICK_FAILED
ITEM-cf07d622-1f5b-4fc7-b804-b2636552b129,ORD-8dbcf412-1118-49f7-8771-ac7566e4a12d,PROD-3de464dd-d648-4c2d-b080-2f981858380a,1,37.44,0.0,37.44,False,FC-94,PICK_COMPLETE
ITEM-3981a4ce-268c-45fb-9f6d-67d95626af2d,ORD-311551b4-69d7-42b1-9b76-fd5cc279b7cc,PROD-4d761d46-363b-43f4-bd60-94146effdbec,2,118.97,0.0,237.94,False,FC-01,PICK_PENDING
ITEM-bcdd3e60-0754-4a67-87e8-1628867c39dc,ORD-311551b4-69d7-42b1-9b76-fd5cc279b7cc,PROD-da6e36b7-a21c-4f7c-92bf-2a4083723601,3,237.03,71.11,639.98,True,FC-43,PICK_COMPLETE
ITEM-3cb00268-312b-4da2-aa07-40765abbb572,ORD-311551b4-69d7-42b1-9b76-fd5cc279b7cc,PROD-494ce363-3021-4474-848a-4f1be929bbb8,8,195.41,312.66,1250.62,True,FC-18,PICK_FAILED
ITEM-dda90e59-5331-4be7-8e95-74c0452ab1d6,ORD-407982d8-f0ea-4556-8f03-697d084edbe1,PROD-67c7331a-131e-4182-bdf2-52c00804c9fd,7,16.38,17.2,97.46,True,FC-87,PICK_COMPLETE
ITEM-d6c6ddd0-fc55-42dd-bc1b-708a722fe7d4,ORD-407982d8-f0ea-4556-8f03-697d084edbe1,PROD-8358fa2a-66ba-4558-8ccb-86b7ebc2257d,2,28.04,0.0,56.08,False,FC-00,PICK_PENDING
ITEM-10ca05c3-4af1-459a-ad8a-a8fc023fbb24,ORD-73190de9-694c-457d-8125-bc5e2637e8e7,PROD-bc0c9e0b-e864-4d2b-b3ef-fdd645f93f0a,8,34.37,54.99,219.97,True,FC-63,PICK_COMPLETE
ITEM-f7f3a2b0-702a-420f-ac90-46859f19cc92,ORD-7b886dfe-7c11-4c14-ac88-91207892bfdb,PROD-be83e8dc-ab27-41b7-9a0c-e619087fe199,6,10.79,0.0,64.74,False,FC-99,PICK_FAILED
ITEM-278e6587-54f9-4220-85b7-7ee63f26e770,ORD-45c26318-6808-4f7b-8952-d15d7f32f2fa,PROD-7fdeda03-a052-4955-be44-fe74b8545321,6,77.37,46.42,417.8,True,FC-51,PICK_FAILED
ITEM-c58d9812-444d-4716-aefd-fc563f11cc35,ORD-45c26318-6808-4f7b-8952-d15d7f32f2fa,PROD-81fae1a5-fc42-4c25-b39b-590468906aa6,6,21.95,0.0,131.7,False,FC-91,PICK_COMPLETE
ITEM-53c35b8e-4075-45b0-8c0f-e7d60ccb2374,ORD-99769b29-a4c2-464d-a59c-2c1e5f589502,PROD-23b39f07-44e3-4cb9-a7d8-317e47eef381,6,78.57,0.0,471.42,False,FC-68,PICK_FAILED
ITEM-30cfa43a-86bd-413a-9800-9381f9cfb986,ORD-99769b29-a4c2-464d-a59c-2c1e5f589502,PROD-4e30229b-cec0-4905-8f66-ebab4936fd21,2,134.89,0.0,269.78,False,FC-56,PICK_FAILED
ITEM-674972e0-63ff-4ac9-b08e-27ec9ef6db39,ORD-13f51efc-6aee-4bdc-ac36-adc055015608,PROD-da6e36b7-a21c-4f7c-92bf-2a4083723601,1,237.03,0.0,237.03,False,FC-55,PICK_COMPLETE
ITEM-17c1ddb8-2264-4698-91cb-d277b4c4c69c,ORD-13f51efc-6aee-4bdc-ac36-adc055015608,PROD-8b230a11-cde3-456f-baf2-f414400745eb,1,493.41,0.0,493.41,False,FC-31,PICK_FAILED
ITEM-d47fe62a-3d4e-42c2-805e-48cac215a3ed,ORD-13f51efc-6aee-4bdc-ac36-adc055015608,PROD-81fae1a5-fc42-4c25-b39b-590468906aa6,2,21.95,4.39,39.51,True,FC-88,PICK_PENDING
ITEM-c821d815-18be-4656-b57a-f60358d0eddd,ORD-333919ea-1a94-4d49-96ce-9dd909464d07,PROD-1b8b2d57-bf51-4a10-bf22-89b1e8e19097,5,24.17,0.0,120.85,False,FC-57,PICK_FAILED
ITEM-c4d7c3b3-1806-435a-ba00-22c8bacdd3b2,ORD-333919ea-1a94-4d49-96ce-9dd909464d07,PROD-e4a4dc11-5d05-46fc-9b98-aa65fc11cb5b,3,102.85,0.0,308.55,False,FC-89,PICK_PENDING
ITEM-8a98df74-ddc1-407f-a98a-42560fbb0308,ORD-7e5fe43b-4401-4afc-9bf8-255afb7d8a8b,PROD-75abee45-5c85-4ac5-bf75-be768308fa04,6,295.82,0.0,1774.92,False,FC-36,PICK_COMPLETE
ITEM-53253025-a503-469a-a257-2b12d6d2334b,ORD-7e5fe43b-4401-4afc-9bf8-255afb7d8a8b,PROD-9f780c0f-bcbf-4af1-8166-ea3c7a500028,2,52.4,5.24,99.56,True,FC-21,PICK_PENDING
ITEM-045317cc-3836-41ac-8b30-6961208d01df,ORD-1d4904fd-4f2d-42da-ad24-4258ee05c43d,PROD-07d8c194-4341-4b57-8304-45c8e2c3b705,4,79.51,15.9,302.14,True,FC-31,PICK_COMPLETE
ITEM-e6d9529a-1c0c-40a4-b784-eda503467e2a,ORD-1d4904fd-4f2d-42da-ad24-4258ee05c43d,PROD-728b9455-ca8d-44c9-ac23-76b4f7806f07,3,25.95,0.0,77.85,False,FC-16,PICK_PENDING
ITEM-58b88397-0569-4dae-952f-6a73aae6926a,ORD-759527e3-1534-4dfc-9c4a-9d9373b15f8b,PROD-84433138-5a31-414a-8059-dce13fe807a0,6,221.7,266.04,1064.16,True,FC-27,PICK_FAILED
